title,price,address,rooms,area,floor,total_floors,dormitory,residential_complex
3-комнатная квартира · 59.4 м² · 5/5 этаж,35 000 000〒,"Жетысуский р-н, Райымбек 127/147",3-комнатная квартира,59.4 м²,5,5,Нет,Нет
1-комнатная квартира · 42 м² · 5/5 этаж,26 000 000〒,"Жетысуский р-н, мкр Айнабулак-2 — ТД Белес",1-комнатная квартира,42 м²,5,5,Нет,Нет
2-комнатная квартира · 35 м² · 4/4 этаж,15 500 000〒,"Жетысуский р-н, Макаренко 58 — Рыскулова",2-комнатная квартира,35 м²,4,4,Нет,Нет
3-комнатная квартира · 63.9 м² · 5/5 этаж,37 500 000〒,"Жетысуский р-н, мкр Кемел (Первомайское), Жайсан 7",3-комнатная квартира,63.9 м²,5,5,Нет,Нет
1-комнатная квартира · 40 м² · 12/13 этаж,27 200 000〒,"Жетысуский р-н, Райымбека 255",1-комнатная квартира,40 м²,12,13,Нет,Да
3-комнатная квартира · 75 м² · 10/10 этаж,39 500 000〒,"Жетысуский р-н, Райымбека 241",3-комнатная квартира,75 м²,10,10,Нет,Да
2-комнатная квартира · 60 м² · 11/13 этаж,34 000 000〒,"Жетысуский р-н, Райымбека 255 — Розыбакиева",2-комнатная квартира,60 м²,11,13,Нет,Да
2-комнатная квартира · 61.4 м² · 6/9 этаж,39 500 000〒,"Жетысуский р-н, Чаплыгина 1",2-комнатная квартира,61.4 м²,6,9,Нет,Нет
3-комнатная квартира · 59 м² · 5/5 этаж,37 000 000〒,"Жетысуский р-н, мкр Айнабулак-3",3-комнатная квартира,59 м²,5,5,Нет,Нет
1-комнатная квартира · 45.8 м² · 9/10 этаж,26 000 000〒,"Жетысуский р-н, Райымбека 241в",1-комнатная квартира,45.8 м²,9,10,Нет,Да
1-комнатная квартира · 40 м² · 5/5 этаж,25 500 000〒,"Жетысуский р-н, мкр Айнабулак-2 41",1-комнатная квартира,40 м²,5,5,Нет,Нет
2-комнатная квартира · 56 м² · 5/5 этаж,31 000 000〒,"Жетысуский р-н, мкр Кулагер 73А",2-комнатная квартира,56 м²,5,5,Нет,Да
1-комнатная квартира · 35 м² · 1/2 этаж,14 500 000〒,"Жетысуский р-н, Полежаева 219",1-комнатная квартира,35 м²,1,2,Нет,Нет
1-комнатная квартира · 39.4 м² · 5/6 этаж,25 000 000〒,"Жетысуский р-н, мкр Айнабулак-2 84",1-комнатная квартира,39.4 м²,5,6,Нет,Нет
2-комнатная квартира · 36 м² · 4/4 этаж,15 500 000〒,"Жетысуский р-н, Макаренко 58",2-комнатная квартира,36 м²,4,4,Нет,Нет
3-комнатная квартира · 74 м² · 1/9 этаж,47 002 738〒,"Жетысуский р-н, Райымбека 247в",3-комнатная квартира,74 м²,1,9,Нет,Нет
1-комнатная квартира · 40.5 м² · 12/13 этаж,29 500 000〒,"Жетысуский р-н, Есенова 160/3",1-комнатная квартира,40.5 м²,12,13,Нет,Да
2-комнатная квартира · 63 м² · 6/9 этаж,36 000 000〒,"Жетысуский р-н, мкр Кулагер",2-комнатная квартира,63 м²,6,9,Нет,Нет
2-комнатная квартира · 54 м² · 5/5 этаж,37 000 000〒,"Жетысуский р-н, мкр Айнабулак-3 116",2-комнатная квартира,54 м²,5,5,Нет,Нет
1-комнатная квартира · 48 м² · 5 этаж,43 500 000〒,"Жетысуский р-н, Назарбаева 28ак15",1-комнатная квартира,48 м²,,,Нет,Нет
4-комнатная квартира · 89 м² · 5/5 этаж,47 000 000〒,"Жетысуский р-н, мкр Кулагер, Мкр Кулагер, ул Серикова 15",4-комнатная квартира,89 м²,5,5,Нет,Нет
2-комнатная квартира · 57 м² · 6/9 этаж,43 000 000〒,"Жетысуский р-н, Райымбека 247",2-комнатная квартира,57 м²,6,9,Нет,Да
1-комнатная квартира · 27 м² · 5/5 этаж,10 400 000〒,"Жетысуский р-н, мкр Кокжиек, Талант",1-комнатная квартира,27 м²,5,5,Нет,Нет
2-комнатная квартира · 61.4 м² · 8/13 этаж,57 000 000〒,"Жетысуский р-н, Просп. Назарбаева",2-комнатная квартира,61.4 м²,8,13,Нет,Да
3-комнатная квартира · 76.5 м² · 12/13 этаж,57 500 000〒,"Жетысуский р-н, Просп. Назарбаева 28",3-комнатная квартира,76.5 м²,12,13,Нет,Да
2-комнатная квартира · 42.5 м² · 5/5 этаж,28 000 000〒,"Жетысуский р-н, мкр Айнабулак-3",2-комнатная квартира,42.5 м²,5,5,Нет,Нет
2-комнатная квартира · 51.5 м² · 5/9 этаж,21 000 000〒,"Жетысуский р-н, Жолымбет 42/5",2-комнатная квартира,51.5 м²,5,9,Нет,Да
2-комнатная квартира · 38.8 м² · 2/2 этаж,23 000 000〒,"Жетысуский р-н, мкр Кемел (Первомайское), Аксуат",2-комнатная квартира,38.8 м²,2,2,Нет,Нет
2-комнатная квартира · 45.5 м² · 1/2 этаж,20 000 000〒,"Жетысуский р-н, Тохтарова 41",2-комнатная квартира,45.5 м²,1,2,Нет,Нет
3-комнатная квартира · 68.3 м² · 2/9 этаж,26 000 000〒,"Жетысуский р-н, мкр Кокжиек, Жолымбет 42/5",3-комнатная квартира,68.3 м²,2,9,Нет,Да
1-комнатная квартира · 31 м² · 4/4 этаж,16 000 000〒,"Жетысуский р-н, Макаренко 58 — Сейфулина белинского",1-комнатная квартира,31 м²,4,4,Нет,Нет
1-комнатная квартира · 38 м² · 10/13 этаж,32 000 000〒,"Жетысуский р-н, Есенова 160/3",1-комнатная квартира,38 м²,10,13,Нет,Да
2-комнатная квартира · 51 м² · 5/5 этаж,29 000 000〒,"Жетысуский р-н, мкр Кулагер — Серикова",2-комнатная квартира,51 м²,5,5,Нет,Нет
